"sample_id","tree","R2_full","partial_R2_phylo","prop_residual","prop_phylo_norm","prop_residual_norm","shapley_longitude_norm","shapley_norm_longitude_norm","shapley_latitude_norm","shapley_norm_latitude_norm","shapley_log_n_speakers_norm","shapley_norm_log_n_speakers_norm","shapley_n_segments_norm","shapley_norm_n_segments_norm","shapley_delta_norm","shapley_norm_delta_norm"
17,"heggarty2024",0.124057881303835,0.623458834635175,0.875942118696165,0.366044694308249,0.514282495102472,0.113289091440786,0.0665142083826075,0.0332572610146372,0.019525978726015,0.0202140418430077,0.0118680534401083,0.00902333861675958,0.00529777595908853,0.0280467615234942,0.0164667940814589
18,"heggarty2024",0.0448589859675274,-0.0648912742949785,0.955141014032473,0,0.712949021593451,0.173784516412677,0.129718543256165,0.07003150683814,0.0522738460053916,0.0104734474001606,0.00781772949433951,0.125795328629747,0.0938978173379495,0.004478688837207,0.00334304231270262
19,"heggarty2024",0.121187507499291,0.00798421534968407,0.878812492500709,0.00681308215734253,0.749907342184002,0.0557788261128881,0.0475971286223219,0.155941094073622,0.133067488675829,0.0345334468736644,0.0294680441874366,0.0145999375743741,0.012458403215567,0.0242447577959946,0.0206885109575005
20,"heggarty2024",-0.132562048131848,0.618336510381195,1.13256204813185,0.265083590653447,0.485534347909569,0.032602201454994,0.0139767076337915,0.190626610186472,0.0817224690018268,0.113931318658305,0.0488428590755655,0.0168996974634373,0.00724497487913687,0.227651145897952,0.0975950508466629
21,"heggarty2024",0.13276827629342,0.0115796907364046,0.86723172370658,0.00834409893250681,0.624910238514967,0.218739753261417,0.157619593064547,0.136692205931019,0.0984977332775604,0.007757696008393,0.00559004419512184,0.122581100655865,0.0883295464802458,0.0231878969142386,0.0167087455350514
22,"heggarty2024",-0.131957589893595,0.174585974997124,1.13195758989359,0.0686035170184958,0.444802463564211,0.813011562706082,0.319472698647524,0.271867196201624,0.106830149567834,0.0809026015741066,0.0317906578923148,0.0664242780783361,0.0261014041457997,0.00610538396125288,0.00239910916382122
23,"heggarty2024",-0.111823116214279,-0.185546230439325,1.11182311621428,0,0.86341930063715,0.0369379991362609,0.028685301570056,0.0551580643521641,0.0428346349818705,0.0230118026226149,0.0178704995759316,0.0586337509956723,0.0455337827934306,0.00213304618639622,0.00165648044156154
24,"heggarty2024",-0.0289503817749379,-0.15618111502179,1.02895038177494,0,0.72535623201799,0.18845561987284,0.132851360721374,0.160577121718789,0.113198476837449,0.0230424810146412,0.0162437445975719,0.0137704823571266,0.00970747022650924,0.00374881072856839,0.00264271559910627
25,"heggarty2024",0.328546132972866,0.213339241836597,0.671453867027134,0.149633797069048,0.470950355007448,0.32597919817477,0.22863822318153,0.15232880951548,0.106841751074878,0.0130084478344323,0.00912398219232263,0.0347697468148261,0.0243871178796855,0.0148630412290353,0.0104247735950884
26,"heggarty2024",0.163284256829921,0.0557894839037584,0.836715743170079,0.0446368551758481,0.669451603382172,0.04502609001588,0.0360251237068379,0.0456094689842278,0.0364918819684432,0.0760620670166606,0.0608568359523686,0.107721505203501,0.0861873760185315,0.0829281163924316,0.0663503237957983
27,"heggarty2024",0.252684808144796,0.0429388776888764,0.747315191855204,0.0380467340751501,0.662171530910796,0.0713341133005807,0.0632068229379201,0.102343782927456,0.0906834762077287,0.00897276673759701,0.00795047491593249,0.0535187205854134,0.0474211865738395,0.102159031910376,0.0905197743786336
28,"heggarty2024",0.0204924259173979,0.0305205983102852,0.979507574082602,0.0243456405537776,0.781332629061912,0.0319863879620055,0.0255148701876607,0.109509664860585,0.0873535607249874,0.0867840512301671,0.0692258158103757,0.0124591470351573,0.00993840003530941,0.00286968016687666,0.00228908362597662
29,"heggarty2024",0.295492820553114,0.36272457144389,0.704507179446886,0.233336257813749,0.453200807986854,0.105428941692277,0.0678211421459916,0.0359602457873772,0.0231327840534432,0.0228762213357173,0.0147159919664308,0.0200566036846095,0.0129021665932113,0.30296063073919,0.19489084944032
30,"heggarty2024",-0.0978447651976271,0.00147731006666428,1.09784476519763,0.000915897469579457,0.680637914223368,0.0242553542066143,0.0150377487048154,0.0087724849809811,0.00543873420841603,0.0697715197278561,0.0432567000045893,0.0457423258309801,0.0283591653686297,0.365100699147135,0.226353840020602
31,"heggarty2024",-0.226476895430668,0.924411095224736,1.22647689543067,0.332604453727946,0.441288167052443,0.0668546606529629,0.024054403934042,0.170959216966146,0.0615113743901556,0.334831383523468,0.120472817757256,0.0508996600500653,0.0183137715604488,0.00487772234104892,0.00175501157770804
32,"heggarty2024",0.254116950596078,0.0153901887945829,0.745883049403922,0.0148373227455926,0.719088484370519,0.0887144663739685,0.0855275518294422,0.115875584434441,0.111712953462476,0.00741352156872835,0.00714720356356846,0.0141674349934407,0.0136584942706402,0.0498176013604478,0.048027989757761
33,"heggarty2024",0.10958806882142,0.0258554168301695,0.89041193117858,0.0200208367530297,0.689479966003682,0.0413295116805497,0.0320030194010721,0.207873119477677,0.160964095753792,0.0172758801786411,0.0133773738436847,0.00819819456688673,0.00634817516852767,0.100481332004837,0.0778065330762116
34,"heggarty2024",0.237858822620911,0.0206959538787236,0.762141177379089,0.019860454937377,0.731373417140142,0.0876497408853003,0.084111306940767,0.117712631587745,0.112960553976295,0.0123722814508789,0.0118728104859345,0.00888641080187755,0.00852766498804132,0.03261027344375,0.0312937915314432
35,"heggarty2024",0.00341334639051194,0.0787379546938444,0.996586653609488,0.0456411511837522,0.577680259818285,0.352177687563466,0.20414290851379,0.201190103777584,0.11662162141361,0.00844328023054706,0.0048942219922727,0.075430350211213,0.0437238690186919,0.0125866589168968,0.00729596805959859
36,"heggarty2024",0.0868407398608201,-0.004365357533978,0.91315926013918,0,0.676295395783436,0.314730049229957,0.233092399650497,0.0873514899870371,0.0646934363717147,0.00711996762621236,0.00527312324796512,0.022582280067773,0.0167246752048478,0.00529423954463655,0.00392096974153947
37,"heggarty2024",0.259350146871542,0.38770773909652,0.740649853128458,0.272167823443814,0.519930447944371,0.0186341168985633,0.0130810054240805,0.0134429889580419,0.00943687390356336,0.0285939252074433,0.0200727135485104,0.023825012274108,0.0167249736857892,0.211663539872036,0.148586162049872
38,"heggarty2024",0.202878928886133,0.78745590547532,0.797121071113867,0.445495632704891,0.450963607548184,0.0352348033443399,0.0199337523535926,0.0121021157827529,0.00684665603523664,0.00224401160587852,0.00126952806272313,0.126943050891303,0.0718168146064945,0.006494159822081,0.00367400868887805
39,"heggarty2024",0.0386840724480433,0.892797187449782,0.961315927551957,0.376765182988809,0.4056804573822,0.132401323427081,0.0558740658575052,0.0596280238495129,0.0251633446349611,0.17615668099071,0.0743390605180408,0.0291456403153742,0.012299615927459,0.118193462623436,0.0498782726910244
40,"heggarty2024",0.164018033974931,-0.0362293461587715,0.835981966025069,0,0.784112671447415,0.0609727287409744,0.0571896179122724,0.0623658193289159,0.0584962728723942,0.0356788372315397,0.0334651099099441,0.00905458422732412,0.00849278395452831,0.0620963722608784,0.0582435439034463
